ids,targets,gr_scores,drgnn_scores,hs_scores
T29_1440_conv.pdb,0,0.510727,0.005553,-86.275600
T29_1442_conv.pdb,0,0.087477,0.057551,118.761210
T29_1443_conv.pdb,0,0.215421,0.013168,6134.320760
T29_1444_conv.pdb,0,0.515243,0.010648,108.723520
T29_1445_conv.pdb,0,0.474293,0.012773,-90.676520
T29_1446_conv.pdb,0,0.042341,0.036368,-54.123290
T29_1447_conv.pdb,0,0.272342,0.014914,2.155752
T29_1448_conv.pdb,0,0.323352,0.019186,-45.820220
T29_1449_conv.pdb,0,0.169549,0.024360,-52.649490
T29_144_conv.pdb,0,0.036935,0.015482,-84.027565
T29_1450_conv.pdb,0,0.515311,0.032034,-150.244700
T29_1451_conv.pdb,0,0.394604,0.017457,1330.425270
T29_1452_conv.pdb,0,0.404619,0.019883,-17.939960
T29_1453_conv.pdb,0,0.043854,0.017574,-25.897316
T29_1454_conv.pdb,0,0.029095,0.128483,-31.726190
T29_1457_conv.pdb,0,0.338670,0.007750,-22.759920
T29_1458_conv.pdb,0,0.377917,0.010772,8.763520
T29_1459_conv.pdb,1,0.644531,0.204155,-49.117500
T29_145_conv.pdb,0,0.185665,0.020782,-43.540890
T29_1460_conv.pdb,0,0.499663,0.023237,-57.614740
T29_1461_conv.pdb,0,0.048861,0.001439,-11.526150
T29_1462_conv.pdb,0,0.142258,0.346112,-60.905000
T29_1463_conv.pdb,0,0.140569,0.013885,-124.672100
T29_1464_conv.pdb,0,0.218809,0.156049,-52.328650
T29_1465_conv.pdb,1,0.583100,0.085785,-156.682900
T29_1466_conv.pdb,0,0.100016,0.021500,-52.526530
T29_1467_conv.pdb,0,0.656025,0.015663,-100.642900
T29_1468_conv.pdb,0,0.035304,0.012809,-52.841670
T29_1469_conv.pdb,0,0.055581,0.001665,-45.312450
T29_146_conv.pdb,0,0.445376,0.012563,-74.134140
T29_1470_conv.pdb,0,0.320535,0.195214,-106.488600
T29_1471_conv.pdb,0,0.105892,0.018590,9.671660
T29_1472_conv.pdb,0,0.356292,0.018332,-47.583990
T29_1473_conv.pdb,0,0.251269,0.021698,-60.228550
T29_1474_conv.pdb,0,0.343581,0.008290,-52.179880
T29_1475_conv.pdb,0,0.418726,0.010674,-29.276200
T29_1476_conv.pdb,1,0.513849,0.017239,-134.252300
T29_1477_conv.pdb,0,0.156288,0.335022,-141.765600
T29_1478_conv.pdb,0,0.197915,0.073275,-179.856830
T29_1479_conv.pdb,0,0.250545,0.013302,-118.232140
T29_147_conv.pdb,0,0.466282,0.016780,-45.302350
T29_1480_conv.pdb,0,0.066658,0.013478,-72.002310
T29_1481_conv.pdb,0,0.476760,0.403929,-114.415600
T29_1482_conv.pdb,0,0.548440,0.455709,-169.939500
T29_1483_conv.pdb,1,0.550195,0.018265,-146.588300
T29_1484_conv.pdb,0,0.311528,0.005766,-87.342300
T29_1485_conv.pdb,0,0.251219,0.020312,-22.606990
T29_1488_conv.pdb,0,0.015938,0.006342,-38.512590
T29_1489_conv.pdb,0,0.188808,-0.003027,-67.135470
T29_148_conv.pdb,1,0.593393,0.039294,-150.005600
T29_1490_conv.pdb,0,0.038687,0.016715,-118.768700
T29_1491_conv.pdb,0,0.737092,0.021097,-204.750700
T29_1492_conv.pdb,0,0.033861,0.008468,-95.866410
T29_1493_conv.pdb,0,0.008819,-0.001003,-40.254120
T29_1495_conv.pdb,0,0.167555,0.160627,-130.549500
T29_1496_conv.pdb,0,0.071227,0.016039,-112.722000
T29_1497_conv.pdb,0,0.042685,0.014259,-44.809110
T29_1498_conv.pdb,0,0.089681,0.013746,-93.896300
T29_1499_conv.pdb,0,0.189494,0.045768,-83.444320
T29_149_conv.pdb,0,0.008643,0.046624,-94.642566
T29_14_conv.pdb,0,0.008645,0.010737,-89.536847
T29_1500_conv.pdb,0,0.470117,0.017709,-78.553980
T29_1502_conv.pdb,0,0.142848,0.018953,-42.302048
T29_1503_conv.pdb,0,0.154866,0.022747,-85.910890
T29_1504_conv.pdb,0,0.077351,0.005942,-100.508599
T29_1505_conv.pdb,0,0.110172,0.021397,-71.838700
T29_1507_conv.pdb,0,0.498135,0.114398,-102.278100
T29_1508_conv.pdb,0,0.304421,0.010506,-81.854100
T29_1509_conv.pdb,0,0.145473,0.014443,-82.667670
T29_150_conv.pdb,0,0.337624,0.006330,-63.119400
T29_1510_conv.pdb,0,0.026827,0.009927,25.799740
T29_1511_conv.pdb,0,0.247922,0.015920,-25.590730
T29_1513_conv.pdb,0,0.563032,0.017338,-207.454620
T29_1514_conv.pdb,0,0.104514,0.012231,-79.427000
T29_1516_conv.pdb,0,0.113219,0.205197,-125.864000
T29_1517_conv.pdb,0,0.107962,0.014828,-2.574730
T29_1518_conv.pdb,0,0.212263,0.057344,-34.881752
T29_151_conv.pdb,0,0.276636,0.021999,-84.459700
T29_1520_conv.pdb,0,0.410856,0.016411,51.289680
T29_1521_conv.pdb,0,0.032449,0.017159,-40.481780
T29_1522_conv.pdb,0,0.117921,0.008422,-68.200470
T29_1523_conv.pdb,0,0.595791,0.020459,-238.227610
T29_1524_conv.pdb,0,0.014813,0.013542,-15.729930
T29_1525_conv.pdb,0,0.496793,0.011881,-127.259450
T29_1526_conv.pdb,0,0.313957,0.007548,-37.454204
T29_1527_conv.pdb,0,0.159349,0.021992,-156.713840
T29_1528_conv.pdb,0,0.256894,0.022388,-60.732700
T29_1529_conv.pdb,0,0.107328,0.018603,-85.493200
T29_152_conv.pdb,0,0.183496,0.005726,-55.006990
T29_1530_conv.pdb,0,0.224547,0.014214,-57.631020
T29_1531_conv.pdb,0,0.336465,0.131741,-79.315550
T29_1533_conv.pdb,0,0.268251,0.008719,-61.734680
T29_1535_conv.pdb,0,0.075293,0.019617,58.155190
T29_1536_conv.pdb,0,0.642493,0.022941,-175.307950
T29_1537_conv.pdb,0,0.111899,0.222853,-120.562920
T29_1538_conv.pdb,0,0.078059,0.008771,71.492590
T29_1539_conv.pdb,0,0.046843,0.010326,-22.363203
T29_153_conv.pdb,0,0.028895,0.017312,1856.651660
T29_1540_conv.pdb,0,0.011561,0.004173,-67.880580
T29_1541_conv.pdb,0,0.017462,0.011084,-31.578570
T29_1542_conv.pdb,1,0.185709,0.024841,-77.794740
T29_1543_conv.pdb,0,0.045379,0.009185,-51.503760
T29_1544_conv.pdb,0,0.141814,0.007176,-21.909037
T29_1545_conv.pdb,0,0.250931,0.021710,-57.791800
T29_1546_conv.pdb,0,0.111945,0.018704,-15.135602
T29_1547_conv.pdb,0,0.072346,0.017027,-32.115560
T29_1548_conv.pdb,0,0.583239,0.015348,-227.038490
T29_1549_conv.pdb,0,0.173879,0.018647,-93.424020
T29_154_conv.pdb,0,0.393161,0.064811,-90.819500
T29_1550_conv.pdb,0,0.073872,0.014766,-63.032820
T29_1551_conv.pdb,0,0.215268,0.012698,-62.046400
T29_1552_conv.pdb,0,0.379657,0.046984,66.307840
T29_1554_conv.pdb,0,0.041269,0.013674,-56.490320
T29_1555_conv.pdb,0,0.196719,0.016275,-47.565107
T29_1556_conv.pdb,0,0.482111,0.010746,-2.675090
T29_1557_conv.pdb,0,0.506510,0.450887,-95.448340
T29_1558_conv.pdb,0,0.234792,0.070187,-46.109280
T29_1559_conv.pdb,0,0.028200,0.020466,-79.614180
T29_155_conv.pdb,0,0.315684,0.049666,252.743680
T29_1560_conv.pdb,0,0.452257,0.004407,-61.681460
T29_1561_conv.pdb,0,0.051571,0.014263,-62.870080
T29_1562_conv.pdb,0,0.438267,0.068422,-62.361700
T29_1563_conv.pdb,0,0.038992,0.017402,-85.592661
T29_1564_conv.pdb,0,0.194632,-0.000310,-78.805400
T29_1566_conv.pdb,0,0.148985,0.012295,-74.484480
T29_1567_conv.pdb,0,0.074407,0.019598,-79.416580
T29_1568_conv.pdb,0,0.622569,0.362179,-242.145090
T29_1569_conv.pdb,0,0.684897,0.040977,398.388480
T29_156_conv.pdb,0,0.183185,0.007815,-56.896780
T29_1570_conv.pdb,0,0.812243,0.014471,-298.361530
T29_1571_conv.pdb,0,0.362656,0.230679,-74.627444
T29_1572_conv.pdb,0,0.207765,0.015495,-108.788900
T29_1573_conv.pdb,0,0.130695,0.014461,-107.294550
T29_1574_conv.pdb,0,0.071720,-0.001400,2109.862390
T29_1575_conv.pdb,1,0.564225,0.026154,-140.873500
T29_1576_conv.pdb,0,0.264580,0.021776,-44.057264
T29_1577_conv.pdb,0,0.343227,-0.000738,-133.867200
T29_1579_conv.pdb,0,0.311280,0.020956,-68.371140
T29_157_conv.pdb,0,0.247169,0.014276,-36.281860
T29_1580_conv.pdb,0,0.077218,0.008700,-85.310330
T29_1581_conv.pdb,1,0.531185,0.358440,-164.664600
T29_1583_conv.pdb,0,0.244856,0.018801,3472.871980
T29_1584_conv.pdb,0,0.034942,0.003193,-55.191720
T29_1585_conv.pdb,0,0.184659,0.031161,-40.400480
T29_1586_conv.pdb,0,0.076354,0.013455,-58.805000
T29_1587_conv.pdb,0,0.531937,0.019600,-32.862150
T29_1588_conv.pdb,0,0.353222,0.346694,-8.243700
T29_1589_conv.pdb,0,0.219799,0.023572,-26.952680
T29_1590_conv.pdb,0,0.135881,0.009446,-99.542940
T29_1591_conv.pdb,0,0.011070,0.004333,-62.148130
T29_1592_conv.pdb,0,0.370276,0.016742,-242.010900
T29_1593_conv.pdb,1,0.545325,0.316503,-188.697100
T29_1594_conv.pdb,0,0.403019,0.055283,-30.925570
T29_1595_conv.pdb,1,0.462686,0.024828,-47.227720
T29_1596_conv.pdb,0,0.514283,0.389603,98.100400
T29_1597_conv.pdb,0,0.078463,0.010164,-62.387000
T29_1598_conv.pdb,0,0.138048,0.012477,2943.355020
T29_1599_conv.pdb,0,0.135909,0.007691,-54.753940
T29_159_conv.pdb,0,0.018492,0.111895,-139.128800
T29_15_conv.pdb,0,0.108068,0.012779,-51.761740
T29_1601_conv.pdb,1,0.623510,0.023382,-164.404900
T29_1602_conv.pdb,0,0.291772,0.004234,-143.563630
T29_1603_conv.pdb,0,0.353721,0.182141,102.504500
T29_1604_conv.pdb,0,0.150584,0.177581,-46.333520
T29_1607_conv.pdb,0,0.015008,0.002216,-24.437080
T29_1608_conv.pdb,0,0.008247,0.310535,-18.656950
T29_1609_conv.pdb,0,0.300610,0.020119,0.971500
T29_160_conv.pdb,0,0.312424,0.150841,-47.857100
T29_1610_conv.pdb,0,0.058634,0.005259,-9.173010
T29_1611_conv.pdb,0,0.389055,0.007889,-132.072800
T29_1612_conv.pdb,0,0.099006,0.003002,-60.174410
T29_1614_conv.pdb,0,0.542206,0.187064,-111.494600
T29_1615_conv.pdb,0,0.026444,0.003054,-58.901553
T29_1616_conv.pdb,0,0.099928,0.011260,-112.005700
T29_1617_conv.pdb,0,0.395311,0.017242,-128.054500
T29_1618_conv.pdb,0,0.051147,0.010113,-20.490360
T29_1619_conv.pdb,0,0.304130,0.022444,-140.573200
T29_161_conv.pdb,0,0.047587,0.011204,-62.414460
T29_1620_conv.pdb,1,0.572571,0.548411,-74.511610
T29_1621_conv.pdb,0,0.435482,0.014599,-81.976710
T29_1622_conv.pdb,0,0.034389,0.070129,-99.584780
T29_1623_conv.pdb,0,0.148304,0.024882,7765.128780
T29_1625_conv.pdb,0,0.050735,0.017415,-79.916460
T29_1626_conv.pdb,0,0.299555,0.008385,-140.452100
T29_1627_conv.pdb,0,0.010822,0.023314,-52.972630
T29_1628_conv.pdb,0,0.243683,0.199986,41.843660
T29_1629_conv.pdb,0,0.025227,0.007591,-56.970670
T29_1631_conv.pdb,0,0.349023,0.100132,-108.508900
T29_1632_conv.pdb,0,0.760722,0.210130,575.824080
T29_1633_conv.pdb,0,0.570167,0.019863,28.443946
T29_1634_conv.pdb,0,0.340786,0.000379,-42.651160
T29_1635_conv.pdb,0,0.322759,0.018541,-94.320940
T29_1637_conv.pdb,0,0.419040,0.030672,-132.561300
T29_1638_conv.pdb,1,0.501997,0.114264,-153.814600
T29_1639_conv.pdb,0,0.157653,0.009620,-67.466640
T29_163_conv.pdb,0,0.207613,0.122914,-58.899460
T29_1640_conv.pdb,0,0.242719,0.017496,1.132486
T29_1642_conv.pdb,0,0.489871,0.016577,-134.582100
T29_1643_conv.pdb,0,0.152948,0.236458,-40.197540
T29_1644_conv.pdb,0,0.149247,0.013468,-57.981395
T29_1645_conv.pdb,0,0.444138,0.007702,-59.507590
T29_1646_conv.pdb,0,0.105837,0.009030,-81.339800
T29_1647_conv.pdb,0,0.109865,0.269174,335.749520
T29_1649_conv.pdb,1,0.538302,0.018443,-52.490790
T29_1651_conv.pdb,1,0.642408,0.438802,-142.353300
T29_1652_conv.pdb,0,0.006953,-0.003530,-7.807988
T29_1653_conv.pdb,0,0.371592,0.339741,-2.181980
T29_1654_conv.pdb,0,0.034913,0.016068,-13.146350
T29_1655_conv.pdb,0,0.006765,0.001612,-53.896080
T29_1656_conv.pdb,0,0.060429,0.018328,-41.547400
T29_1657_conv.pdb,1,0.464465,0.078249,-184.830000
T29_1658_conv.pdb,0,0.004017,0.004956,-31.755600
T29_1659_conv.pdb,0,0.167982,0.055808,-73.510420
T29_165_conv.pdb,0,0.165749,0.014276,-82.010540
T29_1660_conv.pdb,0,0.223580,0.152393,18.099880
T29_1661_conv.pdb,0,0.022191,0.004658,-60.959720
T29_1662_conv.pdb,0,0.117341,0.005177,-34.515110
T29_1663_conv.pdb,0,0.390453,0.020858,-73.218500
T29_1664_conv.pdb,0,0.165481,0.002329,-53.295120
T29_1665_conv.pdb,0,0.316106,0.259141,-166.203600
T29_1666_conv.pdb,0,0.227400,0.019377,510.606260
T29_1667_conv.pdb,0,0.008203,0.016922,-2.120174
T29_1668_conv.pdb,0,0.163373,0.155010,-72.180740
T29_1669_conv.pdb,0,0.428802,0.024171,-95.529000
T29_166_conv.pdb,0,0.032678,0.006132,-31.066860
T29_1670_conv.pdb,0,0.595700,0.005477,-182.114420
T29_1671_conv.pdb,0,0.404375,0.012956,38.356470
T29_1672_conv.pdb,0,0.021882,0.012536,-57.760070
T29_1673_conv.pdb,0,0.023940,0.014308,18.435698
T29_1674_conv.pdb,0,0.201862,0.004948,-54.509460
T29_1676_conv.pdb,0,0.059002,0.010975,-33.960327
T29_1677_conv.pdb,0,0.001964,0.003783,-76.199750
T29_1678_conv.pdb,0,0.110481,0.013473,-75.884290
T29_1679_conv.pdb,0,0.059879,0.008908,-60.558110
T29_167_conv.pdb,1,0.485760,0.333201,-78.707400
T29_1680_conv.pdb,0,0.416954,0.035928,321.101020
T29_1681_conv.pdb,0,0.035220,0.023404,-54.962550
T29_1682_conv.pdb,0,0.304856,0.010549,-54.641380
T29_1683_conv.pdb,0,0.398549,0.021744,-42.317514
T29_1684_conv.pdb,0,0.191914,0.015063,-36.505000
T29_1685_conv.pdb,0,0.244782,0.014890,6276.372920
T29_1686_conv.pdb,0,0.045999,0.020151,-22.818880
T29_1687_conv.pdb,0,0.178140,0.014291,-19.729300
T29_1688_conv.pdb,0,0.254600,0.014755,-63.746000
T29_1689_conv.pdb,0,0.008416,0.112493,-60.004413
T29_168_conv.pdb,0,0.013536,0.027581,-51.257400
T29_1690_conv.pdb,0,0.167292,0.207074,-52.410620
T29_1691_conv.pdb,0,0.154616,0.003424,30.727400
T29_1692_conv.pdb,0,0.130551,0.012622,-95.895940
T29_1693_conv.pdb,0,0.075920,0.024560,-48.952844
T29_1694_conv.pdb,0,0.165388,0.022625,-68.798550
T29_1695_conv.pdb,0,0.015246,0.008020,-59.635715
T29_1696_conv.pdb,0,0.365566,0.490879,12.791100
T29_1697_conv.pdb,0,0.304213,0.012402,-117.123080
T29_1698_conv.pdb,0,0.043775,0.011710,-80.520870
T29_1699_conv.pdb,0,0.023114,-0.000903,-109.940390
T29_169_conv.pdb,0,0.486307,0.007408,-17.002620
T29_1700_conv.pdb,1,0.427845,0.098281,34.219200
T29_1701_conv.pdb,0,0.139679,0.058282,23.371940
T29_1703_conv.pdb,0,0.033946,0.011124,-43.602110
T29_1704_conv.pdb,0,0.029569,0.021521,-46.120850
T29_1705_conv.pdb,0,0.231546,0.012603,-132.444770
T29_1706_conv.pdb,0,0.090316,0.015160,-66.114500
T29_1707_conv.pdb,0,0.417518,0.025541,-52.665340
T29_1708_conv.pdb,0,0.307592,0.015679,-51.727070
T29_1709_conv.pdb,0,0.243347,0.015284,-92.578960
T29_170_conv.pdb,0,0.062336,0.016805,405.669398
T29_1710_conv.pdb,0,0.092210,0.012856,-43.362340
T29_1711_conv.pdb,0,0.263901,0.168910,-13.337350
T29_1712_conv.pdb,0,0.016820,0.005688,-32.580600
T29_1713_conv.pdb,0,0.404655,0.077923,-134.047600
T29_1714_conv.pdb,0,0.192891,0.020487,-86.088800
T29_1715_conv.pdb,0,0.047297,0.009000,-3.805072
T29_1716_conv.pdb,0,0.308407,0.012420,-75.254600
T29_1717_conv.pdb,0,0.107853,0.016996,-64.799100
T29_1718_conv.pdb,0,0.145470,0.024166,-31.075761
T29_1719_conv.pdb,0,0.109166,0.018680,-99.691680
T29_171_conv.pdb,0,0.058710,0.011167,-56.619620
T29_1720_conv.pdb,0,0.060406,0.020881,-70.808580
T29_1721_conv.pdb,0,0.180481,0.070445,-48.257300
T29_1723_conv.pdb,0,0.258797,0.020304,-92.752740
T29_1725_conv.pdb,1,0.607799,0.076004,-151.751000
T29_1726_conv.pdb,0,0.024345,0.019302,-77.490990
T29_1727_conv.pdb,0,0.368758,0.011790,897.891340
T29_1728_conv.pdb,0,0.216810,0.020776,-64.242817
T29_1729_conv.pdb,1,0.631284,0.039822,-27.359100
T29_172_conv.pdb,0,0.243754,0.015109,-52.852490
T29_1730_conv.pdb,0,0.304895,0.075850,26.932770
T29_1731_conv.pdb,1,0.161803,0.022293,-82.114000
T29_1732_conv.pdb,0,0.490739,0.206388,384.297970
T29_1733_conv.pdb,0,0.106411,0.018337,-109.479112
T29_1734_conv.pdb,0,0.096223,0.437032,-72.690280
T29_1735_conv.pdb,0,0.238005,0.066293,-49.317380
T29_1736_conv.pdb,0,0.114660,0.009186,-33.930758
T29_1738_conv.pdb,0,0.026554,0.015538,-19.883511
T29_1739_conv.pdb,0,0.329032,0.015615,-60.886890
T29_173_conv.pdb,1,0.107681,0.078503,-108.656100
T29_1740_conv.pdb,0,0.193903,0.093011,17.600340
T29_1741_conv.pdb,0,0.134060,0.015785,-118.296800
T29_1742_conv.pdb,0,0.139474,0.127318,-82.318410
T29_1743_conv.pdb,1,0.582802,0.016834,-146.227900
T29_1745_conv.pdb,0,0.078954,0.017809,-97.805900
T29_1747_conv.pdb,0,0.094449,0.025180,-52.243590
T29_1748_conv.pdb,0,0.205966,0.010089,0.683270
T29_1750_conv.pdb,0,0.303126,0.020507,-85.129300
T29_1751_conv.pdb,0,0.224224,0.019177,511.176080
T29_1752_conv.pdb,0,0.033673,0.010756,-26.067020
T29_1753_conv.pdb,0,0.108003,0.018760,-67.003840
T29_1754_conv.pdb,0,0.038650,0.013220,-31.604780
T29_1755_conv.pdb,0,0.076963,0.011041,-41.146400
T29_1756_conv.pdb,0,0.108195,0.021210,-53.022980
T29_1757_conv.pdb,0,0.082459,0.022254,1762.737860
T29_1758_conv.pdb,0,0.226067,0.019821,-86.445520
T29_175_conv.pdb,0,0.569358,0.017460,-55.819150
T29_1760_conv.pdb,0,0.057381,0.158151,-77.695286
T29_1761_conv.pdb,0,0.073142,0.022643,-69.553800
T29_1762_conv.pdb,0,0.067781,0.015278,-38.479466
T29_1763_conv.pdb,0,0.670841,0.083486,-174.766820
T29_1764_conv.pdb,0,0.258425,0.012668,-75.206500
T29_1766_conv.pdb,0,0.369002,0.015514,-74.827060
T29_1767_conv.pdb,0,0.008129,0.005161,-36.849200
T29_1768_conv.pdb,0,0.096366,0.203451,-23.493444
T29_1769_conv.pdb,0,0.393521,0.019517,123.388222
T29_176_conv.pdb,0,0.365919,0.022193,-52.155360
T29_1770_conv.pdb,0,0.600931,0.224236,352.159900
T29_1771_conv.pdb,0,0.421489,0.221430,-128.808900
T29_1772_conv.pdb,0,0.201117,0.010413,-31.461500
T29_1773_conv.pdb,0,0.031260,0.002451,1.935450
T29_1775_conv.pdb,0,0.053134,0.015659,-40.545740
T29_1776_conv.pdb,0,0.092395,0.010033,2459.617080
T29_1778_conv.pdb,0,0.001786,0.011385,-49.662890
T29_1779_conv.pdb,0,0.251509,0.030995,-50.734260
T29_177_conv.pdb,0,0.019244,0.010179,-17.604110
T29_1780_conv.pdb,0,0.252333,0.014953,-95.932270
T29_1781_conv.pdb,0,0.263684,0.020018,332.177240
T29_1782_conv.pdb,0,0.468517,0.517450,77.353280
T29_1783_conv.pdb,0,0.168596,0.076882,-20.683200
T29_1785_conv.pdb,0,0.004958,0.007545,-16.776730
T29_1787_conv.pdb,0,0.207141,0.016475,-12.603560
T29_1789_conv.pdb,0,0.131181,-0.002033,48.983420
T29_178_conv.pdb,0,0.331139,0.278496,-169.865230
T29_1790_conv.pdb,0,0.723815,0.013302,-169.414200
T29_1791_conv.pdb,0,0.040914,0.012116,-62.098890
T29_1792_conv.pdb,0,0.209368,0.010106,-61.281160
T29_1793_conv.pdb,0,0.146849,0.003859,1.510250
T29_1794_conv.pdb,0,0.123733,0.011099,-65.764140
T29_1795_conv.pdb,0,0.508261,0.001074,48.945000
T29_1796_conv.pdb,0,0.657024,0.016690,-180.020440
T29_1797_conv.pdb,0,0.074643,0.017089,-52.554670
T29_1798_conv.pdb,0,0.061458,0.009849,-28.377880
T29_1799_conv.pdb,1,0.306886,0.128935,-57.584600
T29_179_conv.pdb,0,0.020696,0.018794,-80.827960
T29_17_conv.pdb,0,0.606042,0.020784,-230.804300
T29_1800_conv.pdb,0,0.134608,0.029024,3514.438614
T29_1801_conv.pdb,0,0.193947,0.021623,-88.457100
T29_1802_conv.pdb,0,0.150160,0.018920,-62.971200
T29_1803_conv.pdb,0,0.018879,-0.001335,-46.796400
T29_1804_conv.pdb,1,0.344736,0.073403,-92.510720
T29_1805_conv.pdb,0,0.167593,0.003067,-65.323920
T29_1806_conv.pdb,0,0.015726,0.008740,-71.004200
T29_1807_conv.pdb,0,0.013486,0.076966,-30.188600
T29_1808_conv.pdb,0,0.087895,0.019332,-89.461510
T29_1809_conv.pdb,0,0.276880,0.011742,-68.885250
T29_180_conv.pdb,0,0.145599,0.012399,-76.456912
T29_1810_conv.pdb,0,0.121557,0.034417,-64.826600
T29_1811_conv.pdb,0,0.014448,0.011142,-13.684410
T29_1812_conv.pdb,0,0.006774,0.005615,-72.853990
T29_1813_conv.pdb,1,0.439485,0.547871,-163.112700
T29_1814_conv.pdb,0,0.207482,0.010975,-111.738307
T29_1815_conv.pdb,0,0.396066,0.008754,-117.840070
T29_1816_conv.pdb,0,0.168701,0.010501,-144.591520
T29_1817_conv.pdb,0,0.165415,0.021020,-36.004610
T29_1818_conv.pdb,1,0.100618,0.033500,-105.396400
T29_1819_conv.pdb,0,0.092799,0.090137,-116.861100
T29_181_conv.pdb,0,0.370719,0.064537,-98.744550
T29_1820_conv.pdb,0,0.065338,0.009741,-106.225090
T29_1822_conv.pdb,0,0.252041,0.009324,8045.210820
T29_1823_conv.pdb,0,0.600627,0.016223,-120.372490
T29_1824_conv.pdb,0,0.015342,0.020434,-77.838300
T29_1825_conv.pdb,0,0.104170,0.041861,-84.092100
T29_1826_conv.pdb,0,0.062753,0.007682,-17.064970
T29_1827_conv.pdb,0,0.018435,0.000235,-17.876740
T29_1828_conv.pdb,0,0.027809,0.013878,-105.441900
T29_1829_conv.pdb,0,0.494094,0.047003,-93.243400
T29_182_conv.pdb,1,0.614422,0.193822,-146.099200
T29_1830_conv.pdb,0,0.115701,0.010797,-69.586720
T29_1831_conv.pdb,0,0.037479,0.009848,-67.053680
T29_1832_conv.pdb,0,0.038402,0.000464,-61.211809
T29_1833_conv.pdb,0,0.300816,0.221546,-53.033000
T29_1834_conv.pdb,0,0.160225,0.093015,-13.387910
T29_1835_conv.pdb,0,0.127853,0.017186,605.803430
T29_1836_conv.pdb,0,0.077647,0.010674,-46.657190
T29_1837_conv.pdb,0,0.032219,-0.003729,-34.601720
T29_1838_conv.pdb,0,0.325711,0.021374,-99.929900
T29_1839_conv.pdb,0,0.664909,0.015184,-217.393250
T29_1840_conv.pdb,0,0.163854,0.113330,-77.840140
T29_1841_conv.pdb,0,0.227680,0.225019,4469.423640
T29_1842_conv.pdb,0,0.020538,0.012772,-79.543480
T29_1843_conv.pdb,0,0.110671,0.008343,-69.723110
T29_1844_conv.pdb,0,0.493947,0.011985,-84.219480
T29_1845_conv.pdb,0,0.085859,0.005456,-45.528680
T29_1846_conv.pdb,0,0.064069,0.016436,-88.889800
T29_1847_conv.pdb,0,0.004767,0.004245,-63.609540
T29_1848_conv.pdb,0,0.154530,0.010055,-64.882900
T29_1849_conv.pdb,0,0.017349,0.003533,-79.916155
T29_184_conv.pdb,1,0.574831,0.338746,-50.872100
T29_1850_conv.pdb,0,0.174864,0.013744,-115.908380
T29_1851_conv.pdb,1,0.545217,0.128266,-161.604400
T29_1852_conv.pdb,1,0.490910,0.281056,5281.379300
T29_1853_conv.pdb,1,0.330877,0.320599,-157.902900
T29_1854_conv.pdb,0,0.085825,0.010032,-33.303770
T29_1855_conv.pdb,0,0.015334,0.009905,-57.092630
T29_1856_conv.pdb,0,0.050015,0.374875,-49.783100
T29_1857_conv.pdb,0,0.537022,0.384234,280.111300
T29_1858_conv.pdb,0,0.641471,0.097938,-189.482630
T29_185_conv.pdb,0,0.115501,0.001061,-37.694170
T29_1860_conv.pdb,0,0.037147,0.001462,-58.485500
T29_1861_conv.pdb,0,0.438097,0.002155,-37.756490
T29_1862_conv.pdb,0,0.121221,0.012902,1706.174530
T29_1863_conv.pdb,0,0.225245,0.017159,918.877520
T29_1864_conv.pdb,1,0.079393,0.077148,-116.409900
T29_1865_conv.pdb,0,0.015645,0.008642,-43.871600
T29_1866_conv.pdb,0,0.149221,0.019701,-30.962610
T29_1867_conv.pdb,0,0.113570,0.086768,-44.757000
T29_1868_conv.pdb,1,0.542981,0.546203,-41.299500
T29_1869_conv.pdb,0,0.106458,0.056204,2917.191820
T29_186_conv.pdb,0,0.037338,0.249181,-46.532160
T29_1870_conv.pdb,0,0.195208,-0.009112,-52.790220
T29_1871_conv.pdb,0,0.238140,0.009052,-124.870700
T29_1873_conv.pdb,0,0.011310,0.010819,-54.610219
T29_1874_conv.pdb,0,0.113491,-0.005419,-60.672720
T29_1875_conv.pdb,0,0.406804,0.013628,-110.478600
T29_1876_conv.pdb,0,0.387383,0.017801,24.334510
T29_1877_conv.pdb,0,0.165894,0.011407,-102.894400
T29_1879_conv.pdb,0,0.127408,0.000219,-59.987670
T29_187_conv.pdb,0,0.116769,0.006542,-8.215040
T29_1880_conv.pdb,0,0.604680,0.025495,-251.928740
T29_1881_conv.pdb,0,0.147641,0.010652,-44.880350
T29_1882_conv.pdb,0,0.159789,0.008535,5797.865940
T29_1883_conv.pdb,0,0.373492,0.016545,-56.083210
T29_1884_conv.pdb,0,0.026970,0.010329,-83.646586
T29_1885_conv.pdb,0,0.204144,0.001434,8.190110
T29_1888_conv.pdb,0,0.169447,0.056608,-42.016580
T29_1889_conv.pdb,0,0.143637,0.018007,-51.000030
T29_188_conv.pdb,0,0.075061,0.179272,-65.412300
T29_1890_conv.pdb,0,0.157923,0.009230,-106.367060
T29_1892_conv.pdb,0,0.148614,0.021641,-69.226080
T29_1893_conv.pdb,0,0.142553,0.009338,-113.270090
T29_1894_conv.pdb,0,0.173634,0.410298,-105.905280
T29_1895_conv.pdb,0,0.051271,0.003289,-54.459640
T29_1896_conv.pdb,0,0.068676,0.022308,-115.464630
T29_1897_conv.pdb,1,0.222782,0.357922,-122.274200
T29_1898_conv.pdb,0,0.033311,0.006815,-10.321654
